7;1;0.25236912506812104;0.6336879730224609;
15;1;0.0633359350866769;7.295608520507812e-5;
31;1;0.015849251496881323;0.0001571178436279297;
63;1;0.0039632677233996105;0.0002589225769042969;
127;1;0.0009908766149848702;0.0006630420684814453;
255;1;0.00024772289713581586;0.002599000930786133;
511;1;6.19309192799733e-5;0.010879039764404297;
1023;1;1.548283568553188e-5;0.027508020401000977;
2047;1;3.872374236379983e-6;0.22410321235656738;
4095;1;9.79092241948365e-7;0.6118760108947754;
8191;1;2.9148104729870283e-7;1.7905380725860596;
