7;1;0.25236912506812104;0.19669103622436523;
15;1;0.0633359350866769;2.6941299438476562e-5;
31;1;0.015849251496881323;6.914138793945312e-5;
63;1;0.0039632677233996105;0.00021982192993164062;
127;1;0.0009908766149848702;0.0009520053863525391;
255;1;0.00024772289713581586;0.0038018226623535156;
511;1;6.19309192799733e-5;0.05427694320678711;
1023;1;1.548283568553188e-5;0.13949799537658691;
2047;1;3.872374236379983e-6;0.3261580467224121;
4095;1;9.79092241948365e-7;1.156013011932373;
8191;1;2.9148104729870283e-7;4.163186073303223;
