7;1;0.25236912506812104;0.9542078971862793;
15;1;0.0633359350866769;0.004973888397216797;
31;1;0.015849251496881323;0.000202178955078125;
63;1;0.0039632677233996105;0.00024008750915527344;
127;1;0.0009908766149848702;0.0046749114990234375;
255;1;0.00024772289713581586;0.007889032363891602;
511;1;6.19309192799733e-5;0.008795976638793945;
1023;1;1.548283568553188e-5;0.030492067337036133;
2047;1;3.872374236379983e-6;0.3563861846923828;
4095;1;9.79092241948365e-7;0.87471604347229;
8191;1;2.9148104729870283e-7;2.2240889072418213;
