100.0; 400; 0.1; OJC; 64; 0.0159235858917; 9.85644575788e-07; 0.999979540853
100.0; 400; 0.01; OJC; 75; 0.0187446403503; 9.14937844801e-08; 0.999979540853
100.0; 400; 0.001; OJC; 85; 0.0238121700287; 1.05417063811e-08; 0.999979540853
100.0; 400; 0.0001; OJC; 96; 0.0239147853851; 9.78548099919e-10; 0.999979540853
100.0; 400; 1e-05; OJC; 107; 0.0266920185089; 9.08350592824e-11; 0.999979540853
100.0; 400; 1.0000000000000002e-06; OJC; 117; 0.0290744400024; 1.04658231747e-11; 0.999979540853
100.0; 400; 1.0000000000000002e-07; OJC; 128; 0.0318531990051; 9.72117226165e-13; 0.999979540853
100.0; 400; 1.0000000000000002e-08; OJC; 139; 0.0345526599884; 9.44558109078e-14; 0.999979540853
100.0; 400; 1.0000000000000003e-09; OJC; 149; 0.0370697784424; 1.52054333959e-14; 0.999979540853
200.0; 400; 0.1; OJC; 14; 0.00351848602295; 2.33210153365e-07; 0.999979540853
200.0; 400; 0.01; OJC; 16; 0.00402187347412; 2.63198461058e-08; 0.999979540853
200.0; 400; 0.001; OJC; 18; 0.00452521324158; 2.97043246659e-09; 0.999979540853
200.0; 400; 0.0001; OJC; 21; 0.00524193763733; 1.12625187257e-10; 0.999979540853
200.0; 400; 1e-05; OJC; 23; 0.00572434425354; 1.27132531764e-11; 0.999979540853
200.0; 400; 1.0000000000000002e-06; OJC; 25; 0.0062654876709; 1.44617841784e-12; 0.999979540853
200.0; 400; 1.0000000000000002e-07; OJC; 27; 0.00673587799072; 1.74063375064e-13; 0.999979540853
200.0; 400; 1.0000000000000002e-08; OJC; 29; 0.00722541809082; 3.08931805199e-14; 0.999979540853
200.0; 400; 1.0000000000000003e-09; OJC; 31; 0.00778082847595; 1.49049250847e-14; 0.999979540853
300.0; 400; 0.1; OJC; 8; 0.00204302787781; 1.1225459895e-07; 0.999979540853
300.0; 400; 0.01; OJC; 9; 0.00227334022522; 1.51872797159e-08; 0.999979540853
300.0; 400; 0.001; OJC; 11; 0.00278049468994; 2.7798943816e-10; 0.999979540853
300.0; 400; 0.0001; OJC; 12; 0.00307795524597; 3.76227529692e-11; 0.999979540853
300.0; 400; 1e-05; OJC; 13; 0.00326913833618; 5.11640869343e-12; 0.999979540853
300.0; 400; 1.0000000000000002e-06; OJC; 14; 0.00353813171387; 7.10965613899e-13; 0.999979540853
300.0; 400; 1.0000000000000002e-07; OJC; 15; 0.00382276535034; 1.23210230963e-13; 0.999979540853
300.0; 400; 1.0000000000000002e-08; OJC; 16; 0.00402233123779; 4.04101342658e-14; 0.999979540853
300.0; 400; 1.0000000000000003e-09; OJC; 18; 0.0045366191864; 3.16527215446e-14; 0.999979540853
