31;0.0010364055633544922;6;rek;
31;0.0008905887603759766;6;itv;
63;0.004526185989379883;7;rek;
63;0.003995180130004883;7;itv;
127;0.012519216537475586;8;rek;
127;0.014885425567626953;8;itv;
255;0.05387415885925293;9;rek;
255;0.05432562828063965;9;itv;
511;0.3394014358520508;10;rek;
511;0.3193363666534424;10;itv;
1023;2.4692880153656005;11;rek;
1023;2.444777011871338;11;itv;
2047;10.506248807907104;11;rek;
2047;10.226923561096191;11;itv;
