0;1.3820393084028022e7;
1;5.650463023133271e6;
2;2.520101901322623e6;
3;2.044195072614349e6;
4;1.777463619090658e6;
5;1.5823357468641698e6;
6;1.4441592345433203e6;
7;1.3311995487491894e6;
8;1.2373775951431429e6;
9;1.1584628435242143e6;
10;1.0911814283822582e6;
11;1.0331338351280761e6;
12;982505.4073463604;
13;937921.0328803973;
14;898320.5292889853;
15;862877.1447424487;
16;830937.4858833342;
17;801979.1101345206;
18;775579.5424242765;
19;751393.5976771796;
20;729136.510143157;
21;708571.2599360544;
22;689498.9384764067;
23;671751.3481495704;
24;655185.2592975975;
25;639677.9103069323;
26;625123.4490759836;
27;611430.0942993669;
28;598561.1568916056;
29;586671.2611183174;
30;575383.0384176492;
31;564648.0313147557;
32;554423.2665664834;
33;544670.4626746998;
34;535355.3732778413;
35;526447.2399876327;
36;517918.33391521673;
37;509743.56948796357;
38;501900.1775223425;
39;494367.4271312698;
40;487126.38808597694;
41;480159.7268568801;
42;473451.5308259558;
43;466987.1561708496;
44;460809.5101589876;
45;455045.08801957965;
46;449465.89047194016;
47;444062.9035431645;
48;438827.6926161428;
49;433752.3559775718;
50;428829.4828352474;
51;424052.11530439014;
52;419413.7139268974;
53;414908.1263421277;
54;410529.5587746941;
55;406272.5500450755;
56;402131.947843681;
57;398102.8870391955;
58;394180.7698182744;
59;390361.2474765482;
60;386640.20370090427;
61;383013.73920055333;
62;379478.1575597916;
63;376029.95219893235;
64;372665.7943418378;
65;369382.52189904824;
66;366177.1291848542;
67;363046.7573949464;
68;359988.6857786312;
69;357000.32344614074;
70;354079.2017573866;
71;351222.9672436928;
72;348429.3750186754;
73;346028.98373020964;
74;343720.5444375959;
75;341450.6637817923;
76;339218.24385924893;
77;337022.2354801184;
78;334878.31809609075;
79;332782.98271242564;
80;330719.4747530281;
81;328686.993426741;
82;326684.77007131453;
83;324712.0662815509;
84;322768.1721752541;
85;320852.40478530555;
86;318964.10656728304;
87;317102.6440130198;
88;315267.4063613877;
89;313457.804398379;
90;311673.26933927834;
91;309913.2517863619;
92;308177.220756142;
93;306464.6627707001;
94;304775.0810081301;
95;303107.994507541;
96;301462.93742445915;
97;299839.4583328252;
98;298237.1195700999;
99;296655.4966222851;
100;295094.177545933;
101;293552.76242445485;
102;292030.8628562627;
103;290528.10147247586;
104;289044.11148210696;
105;287578.5362428091;
106;286131.02885541716;
107;284701.2517806551;
108;283288.87647650845;
109;281893.5830548763;
110;280515.0599562254;
111;279153.003641064;
112;277807.11829714366;
113;276477.1155613793;
114;275162.71425555134;
115;273863.6401349255;
116;272579.6256489855;
117;271310.40971353604;
118;270055.7374934835;
119;268815.3601956544;
120;267589.0348710534;
121;266376.52422600874;
122;265177.59644168755;
123;263992.0250015014;
124;262819.58852595487;
125;261660.07061452017;
126;260513.25969414832;
127;259378.9488740536;
128;258256.9358064332;
129;257147.0225528035;
130;256049.01545565782;
131;254962.72501516738;
132;253887.96577066585;
133;252824.5561866744;
134;251772.31854323798;
135;250731.0788303601;
136;249700.6666463336;
137;248680.91509977932;
138;247671.66071521508;
139;246672.74334198755;
140;245686.98866916145;
141;244711.6673881161;
142;243746.11559694278;
143;242790.18992023298;
144;241843.7497113503;
145;240906.6569867524;
146;239978.7763623716;
147;239059.9749919667;
148;238150.1225073646;
149;237249.09096051374;
150;236356.7547672761;
151;235472.9906528882;
152;234597.67759902513;
153;233730.69679240556;
154;232871.93157487788;
155;232021.26739493205;
156;231178.5917605828;
157;230343.79419357458;
158;229516.76618485863;
159;228697.40115129732;
160;227885.5943935514;
161;227081.24305510853;
162;226284.24608241345;
163;225494.5041860616;
164;224711.91980301996;
165;223936.39705984085;
166;223167.84173683485;
167;222406.16123317205;
168;221651.2645328804;
169;220903.06217171304;
170;220161.46620485606;
171;219426.39017545054;
172;218697.74908390292;
173;217975.45935795968;
174;217259.43882352218;
175;216549.60667617945;
176;215845.88345343719;
177;215148.1910076218;
178;214456.4524794397;
179;213770.59227217233;
180;213090.5360264885;
181;212439.9325474357;
182;211808.74930756236;
183;211182.77022494847;
184;210561.9261647336;
185;209946.1492808307;
186;209335.3729847484;
187;208729.53191533504;
188;208128.56190941145;
189;207532.39997326367;
190;206940.9842549647;
191;206354.2540174977;
192;205772.14961265394;
193;205194.61245567835;
194;204621.5850006385;
195;204053.01071649246;
196;203488.83406383242;
197;202929.0004722813;
198;202373.45631852193;
199;201822.1489049364;
200;201275.02643883735;
201;200732.03801227093;
202;200193.13358237332;
203;199658.26395226264;
204;199127.38075244986;
205;198600.43642275105;
206;198077.38419468643;
207;197558.17807434936;
208;197042.77282573155;
209;196531.1239544899;
210;196023.18769214087;
211;195518.9209806697;
212;195018.28145754116;
213;194521.22744109968;
214;194027.7179163471;
215;193537.71252108595;
216;193051.17153241826;
217;192568.0558535876;
218;192088.32700115556;
219;191611.94709250177;
220;191138.87883363792;
221;190669.08550732664;
222;190202.53096149638;
223;189739.17959794274;
224;189278.99636130934;
225;188821.94672833852;
226;188367.9966973848;
227;187917.1127781839;
228;187469.26198186894;
229;187024.41181122753;
230;186582.53025119266;
231;186143.5857595606;
232;185707.54725792963;
233;185274.384122853;
234;184844.06617720064;
235;184416.5636817234;
236;183991.8473268142;
237;183569.88822446085;
238;183150.657900385;
239;182734.1282863625;
240;182320.27171271955;
241;181909.0609010005;
242;181500.4689568026;
243;181094.4693627723;
244;180691.03597176034;
245;180290.14300012973;
246;179891.76502121365;
247;179495.87695891887;
248;179102.45408147085;
249;178711.47199529698;
250;178322.90663904394;
251;177936.7342777262;
252;177552.93149700182;
253;177171.47519757226;
254;176792.3425897037;
255;176415.51118786543;
256;176040.9588054837;
257;175668.66354980724;
258;175298.6038168816;
259;174930.75828663033;
260;174565.10591803928;
261;174201.62594444212;
262;173840.29786890434;
263;173481.10145970344;
264;173124.01674590257;
265;172769.02401301547;
266;172416.10379876086;
267;172065.23688890343;
268;171716.40431317958;
269;171369.58734130638;
270;171024.76747907072;
271;170681.9264644974;
272;170341.0462640944;
273;170002.10906917264;
274;169665.09729223978;
275;169329.9935634647;
276;168996.78072721238;
277;168665.44183864683;
278;168335.9601604005;
279;168008.31915930874;
280;167682.502503208;
281;167358.4940577956;
282;167036.29533223604;
283;166716.41936224277;
284;166398.29502871132;
285;166081.90710387964;
286;165767.24054052946;
287;165454.28046923713;
288;165143.0121956765;
289;164833.42119797255;
