10;4;15;0.000478067398071;3.18711598714e-05;OJC
20;8;16;0.000868120193481;5.42575120926e-05;OJC
40;16;18;0.00144561767578;8.0312093099e-05;OJC
80;32;20;0.00301045417786;0.000150522708893;OJC
160;64;22;0.00638535499573;0.000290243408897;OJC
320;128;24;0.0145400905609;0.000605837106705;OJC
640;256;26;0.0298900508881;0.00114961734185;OJC
1280;512;28;0.0651872158051;0.00232811485018;OJC
2560;1024;30;0.137979698181;0.00459932327271;OJC
5120;2048;32;0.297332906723;0.00929165333509;OJC
10240;4096;35;0.647368144989;0.018496232714;OJC
