15;0.14644660940672605;0.02040816326530612;0.03584694862365723;
31;0.03806023374435674;0.0044444444444444444;3.0994415283203125e-6;
63;0.009607359798384785;0.0010405827263267429;7.152557373046875e-6;
127;0.0024076366639014246;0.00025195263290501383;3.314018249511719e-5;
255;0.0006022718974136865;6.200012400024799e-5;0.0001499652862548828;
511;0.00015059065189770848;1.5378700499807765e-5;0.0008099079132080078;
1023;3.764908042791504e-5;3.829642196529578e-6;0.00643610954284668;
2047;9.412358699556478e-6;9.555396935966418e-7;0.019967079162597656;
4095;2.3530952120154325e-6;2.3865158038656307e-7;0.1293020248413086;
8191;5.882741489493526e-7;5.96337592674589e-8;0.4814109802246094;
