31;0.0061209964752197265;6;rek;
31;0.0022646427154541016;6;itv;
63;0.0026982975006103515;7;rek;
63;0.002703123092651367;7;itv;
127;0.012094049453735352;8;rek;
127;0.01209981918334961;8;itv;
255;0.06148052215576172;9;rek;
255;0.06293190002441407;9;itv;
511;0.33025375366210935;10;rek;
511;0.3358656406402588;10;itv;
1023;2.4091000366210937;11;rek;
1023;2.361593942642212;11;itv;
2047;10.966044988632202;11;rek;
2047;10.849201917648315;11;itv;
4095;41.88982569694519;12;rek;
4095;42.05913021087647;12;itv;
8191;171.89659068107605;13;rek;
8191;174.2467567062378;13;itv;
