3;1.7173290252685547e-5;3;rek;
3;1.6202926635742186e-5;3;itv;
7;7.517814636230469e-5;4;rek;
7;5.922555923461914e-5;4;itv;
15;0.0002775716781616211;5;rek;
15;0.0001649355888366699;5;itv;
31;0.0006348443031311035;6;rek;
31;0.0007407808303833008;6;itv;
63;0.002794554233551025;7;rek;
63;0.002941269874572754;7;itv;
127;0.012622077465057373;8;rek;
127;0.012383365631103515;8;itv;
255;0.06276200056076049;9;rek;
255;0.06285139083862305;9;itv;
