10.0; 100; 0.1; OJC; 283; 0.011260557174682616; 0.0007169374992326655; 0.9996775215279919
10.0; 100; 0.01; OJC; 354; 0.013481245040893555; 7.127053485085783e-5; 0.9996775215279919
10.0; 100; 0.001; OJC; 425; 0.015957708358764647; 7.0849818057555795e-6; 0.9996775215279919
10.0; 100; 0.0001; OJC; 496; 0.018687334060668945; 7.043158479577961e-7; 0.9996775215279919
10.0; 100; 1.0e-5; OJC; 566; 0.021299123764038086; 7.232974004343821e-8; 0.9996775215279919
10.0; 100; 1.0000000000000002e-6; OJC; 637; 0.02383389472961426; 7.1902770660437015e-9; 0.9996775215279919
10.0; 100; 1.0000000000000002e-7; OJC; 708; 0.02634195327758789; 7.147832171860791e-10; 0.9996775215279919
10.0; 100; 1.0000000000000002e-8; OJC; 779; 0.028989734649658202; 7.105637834040638e-11; 0.9996775215279919
10.0; 100; 1.0000000000000003e-9; OJC; 850; 0.03188319206237793; 7.063692580757235e-12; 0.9996775215279919
20.0; 200; 0.1; OJC; 323; 0.020765676498413085; 0.00024786533071384953; 0.9999185712937686
20.0; 200; 0.01; OJC; 393; 0.025205564498901368; 2.4878460557984905e-5; 0.9999185712937686
20.0; 200; 0.001; OJC; 463; 0.02954676628112793; 2.4970728982253234e-6; 0.9999185712937686
20.0; 200; 0.0001; OJC; 533; 0.033909940719604494; 2.5063339608648466e-7; 0.9999185712937686
20.0; 200; 1.0e-5; OJC; 603; 0.03832004547119141; 2.5156293706318733e-8; 0.9999185712937686
20.0; 200; 1.0000000000000002e-6; OJC; 673; 0.0427396297454834; 2.524959254912207e-9; 0.9999185712937686
20.0; 200; 1.0000000000000002e-7; OJC; 743; 0.04702342987060547; 2.534323741589976e-10; 0.9999185712937686
20.0; 200; 1.0000000000000002e-8; OJC; 813; 0.051313676834106446; 2.5437229613361398e-11; 0.9999185712937686
20.0; 200; 1.0000000000000003e-9; OJC; 883; 0.05563577651977539; 2.5531572535529896e-12; 0.9999185712937686
40.0; 400; 0.1; OJC; 363; 0.04141560554504395; 8.863588764603792e-5; 0.9999795408529385
40.0; 400; 0.01; OJC; 433; 0.04954416275024414; 8.794070700200877e-6; 0.9999795408529385
40.0; 400; 0.001; OJC; 502; 0.05871624946594238; 9.017888758471094e-7; 0.9999795408529385
40.0; 400; 0.0001; OJC; 572; 0.06750871658325196; 8.947160502892138e-8; 0.9999795408529385
40.0; 400; 1.0e-5; OJC; 642; 0.07335552215576172; 8.87698697650497e-9; 0.9999795408529385
40.0; 400; 1.0000000000000002e-6; OJC; 712; 0.08165453910827637; 8.807363828566094e-10; 0.9999795408529385
40.0; 400; 1.0000000000000002e-7; OJC; 781; 0.08904440879821778; 9.031520215837142e-11; 0.9999795408529385
40.0; 400; 1.0000000000000002e-8; OJC; 851; 0.09826676368713379; 8.960685564336928e-12; 0.9999795408529385
40.0; 400; 1.0000000000000003e-9; OJC; 921; 0.10510491371154786; 8.890456222083555e-13; 0.9999795408529385
80.0; 800; 0.1; OJC; 404; 0.08724468231201171; 3.130015072906052e-5; 0.9999948724146058
80.0; 800; 0.01; OJC; 473; 0.1015316390991211; 3.191313651005676e-6; 0.9999948724146058
80.0; 800; 0.001; OJC; 543; 0.1156193733215332; 3.1479068357071176e-7; 0.9999948724146058
80.0; 800; 0.0001; OJC; 613; 0.13041297912597657; 3.105090420419532e-8; 0.9999948724146058
80.0; 800; 1.0e-5; OJC; 682; 0.1447588634490967; 3.165900871240836e-9; 0.9999948724146058
80.0; 800; 1.0000000000000002e-6; OJC; 752; 0.16063153266906738; 3.1228397097136195e-10; 0.9999948724146058
80.0; 800; 1.0000000000000002e-7; OJC; 821; 0.17394166946411133; 3.1839978150977655e-11; 0.9999948724146058
80.0; 800; 1.0000000000000002e-8; OJC; 891; 0.18897635459899903; 3.1406952968392975e-12; 0.9999948724146058
80.0; 800; 1.0000000000000003e-9; OJC; 961; 0.20344276428222657; 3.0984337067789895e-13; 0.9999948724146058
160.0; 1600; 0.1; OJC; 445; 0.18222991943359376; 1.1185869583908231e-5; 0.9999987165005483
160.0; 1600; 0.01; OJC; 515; 0.21007150650024414; 1.1001567082334382e-6; 0.9999987165005483
160.0; 1600; 0.001; OJC; 584; 0.24257363319396974; 1.1184797855786692e-7; 0.9999987165005483
160.0; 1600; 0.0001; OJC; 654; 0.26896363258361816; 1.1000513013576744e-8; 0.9999987165005483
160.0; 1600; 1.0e-5; OJC; 723; 0.29696017265319824; 1.118372634360498e-9; 0.9999987165005483
160.0; 1600; 1.0000000000000002e-6; OJC; 793; 0.32784955978393554; 1.0999470195870632e-10; 0.9999987165005483
160.0; 1600; 1.0000000000000002e-7; OJC; 862; 0.3556057071685791; 1.1183717571737194e-11; 0.9999987165005483
160.0; 1600; 1.0000000000000002e-8; OJC; 932; 0.38127771377563474; 1.1102602436636284e-12; 0.9999987165005483
160.0; 1600; 1.0000000000000003e-9; OJC; 1002; 0.4119951820373535; 1.8442750698475058e-13; 0.9999987165005483
